,player,AD,VI,Ø,club,fixture,time,date
3495,Juriën Gaari,6.0,5.0,5.5,RKC Waalwijk,NEC Nijmegen - RKC Waalwijk,16:30,19 Februari 2022
3496,Michiel Kramer,6.5,5.5,6,RKC Waalwijk,NEC Nijmegen - RKC Waalwijk,16:30,19 Februari 2022
3497,Melle Meulensteen,7.5,6.5,7,RKC Waalwijk,NEC Nijmegen - RKC Waalwijk,16:30,19 Februari 2022
3498,Jens Odgaard,8.0,5.5,6.75,RKC Waalwijk,NEC Nijmegen - RKC Waalwijk,16:30,19 Februari 2022
3499,Yassin Oukili,6.0,5.5,5.75,RKC Waalwijk,NEC Nijmegen - RKC Waalwijk,16:30,19 Februari 2022
3500,Finn Stokkers,---,---,---,RKC Waalwijk,NEC Nijmegen - RKC Waalwijk,16:30,19 Februari 2022
3501,Ahmed Touba,6.5,6.0,6.25,RKC Waalwijk,NEC Nijmegen - RKC Waalwijk,16:30,19 Februari 2022
3502,Etienne Vaessen,6.5,6.5,6.5,RKC Waalwijk,NEC Nijmegen - RKC Waalwijk,16:30,19 Februari 2022
3503,Richard van der Venne,7.5,6.0,6.75,RKC Waalwijk,NEC Nijmegen - RKC Waalwijk,16:30,19 Februari 2022
3504,Luuk Wouters,---,---,---,RKC Waalwijk,NEC Nijmegen - RKC Waalwijk,16:30,19 Februari 2022
3505,Team Ø,6.68,5.82,,RKC Waalwijk,NEC Nijmegen - RKC Waalwijk,16:30,19 Februari 2022
3506,Ali Akman,6.5,7.5,7,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3507,Édgar Barreto,6.5,7.5,7,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3508,Mattijs Branderhorst,5.0,5.5,5.25,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3509,Ilias Bronkhorst,---,---,---,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3510,Jordy Bruijn,6.0,6.0,6,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3511,Souffian el Karouani,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3512,Iván Márquez,5.5,6.0,5.75,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3513,Magnus Mattsson,6.0,7.0,6.5,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3514,Cas Odenthal,5.5,5.5,5.5,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3515,Dirk Proper,---,---,---,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3516,Ole Romeny,---,---,---,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3517,Lasse Schöne,6.0,7.0,6.5,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3518,Elayis Tavşan,6.0,5.5,5.75,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3519,Bart van Rooij,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3520,Calvin Verdonk,---,---,---,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3521,Javier Vet,---,---,---,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3522,Team Ø,5.91,6.41,,NEC Nijmegen,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3523,Alex Bangura,6.5,7.0,6.75,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3524,Tom Boere,6.0,6.0,6,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3525,Michael Breij,6.0,5.5,5.75,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3526,Nick Doodeman,6.0,6.5,6.25,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3527,Maxim Gullit,---,---,---,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3528,Mees Hoedemakers,6.5,6.5,6.5,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3529,Jamie Jacobs,6.5,6.5,6.5,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3530,Issa Kallon,6.5,6.0,6.25,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3531,Calvin Mac-Intosch,6.0,6.0,6,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3532,Robin Maulun,6.5,6.5,6.5,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3533,Mitchell Paulissen,---,---,---,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3534,Doke Schmidt,6.0,5.5,5.75,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3535,Erik Schouten,6.0,5.5,5.75,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3536,Sonny Stevens,7.0,7.0,7,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3537,Jasper ter Heide,---,---,---,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3538,Roberts Uldriķis,6.5,7.5,7,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3539,Team Ø,6.31,6.31,,SC Cambuur,NEC Nijmegen - SC Cambuur,20:00,26 November 2021
3540,Ali Akman,6.5,7.5,7,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3541,Édgar Barreto,6.5,6.5,6.5,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3542,Mattijs Branderhorst,6.0,7.0,6.5,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3543,Jordy Bruijn,6.5,6.5,6.5,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3544,Souffian el Karouani,6.0,7.0,6.5,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3545,Iván Márquez,6.5,6.5,6.5,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3546,Magnus Mattsson,---,---,---,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3547,Cas Odenthal,6.5,7.0,6.75,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3548,Jonathan Okita,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3549,Pedro Ruiz,---,---,---,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3550,Dirk Proper,---,---,---,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3551,Lasse Schöne,6.0,6.0,6,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3552,Elayis Tavşan,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3553,Bart van Rooij,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3554,Javier Vet,---,---,---,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3555,Team Ø,6.23,6.68,,NEC Nijmegen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3556,Rami Al Hajj,---,---,---,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3557,Nick Bakker,6.0,6.5,6.25,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3558,Tibor Halilović,6.5,6.5,6.5,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3559,Rami Kaib,6.0,6.5,6.25,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3560,Nicolas Madsen,6.5,7.0,6.75,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3561,Xavier Mous,7.5,7.5,7.5,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3562,Anthony Musaba,6.0,6.0,6,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3563,Benjamin Nygren,---,---,---,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3564,Filip Stevanović,5.5,5.5,5.5,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3565,Arjen van der Heide,---,---,---,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3566,Milan van Ewijk,6.0,6.5,6.25,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3567,Sijb van Ottele,6.0,5.0,5.5,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3568,Henk Veerman,5.5,5.5,5.5,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3569,Joey Veerman,7.0,7.5,7.25,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3570,Team Ø,6.23,6.36,,sc Heerenveen,NEC Nijmegen - sc Heerenveen,18:45,6 November 2021
3571,Ali Akman,---,---,---,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3572,Édgar Barreto,5.0,5.5,5.25,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3573,Mattijs Branderhorst,6.0,6.0,6,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3574,Jordy Bruijn,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3575,Mikkel Duelund,5.0,5.0,5,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3576,Souffian el Karouani,5.0,5.0,5,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3577,Iván Márquez,5.5,6.0,5.75,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3578,Cas Odenthal,5.5,5.5,5.5,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3579,Jonathan Okita,5.0,5.0,5,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3580,Pedro Ruiz,5.5,6.0,5.75,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3581,Lasse Schöne,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3582,Elayis Tavşan,5.0,5.0,5,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3583,Bart van Rooij,5.0,5.5,5.25,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3584,Calvin Verdonk,---,---,---,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3585,Javier Vet,---,---,---,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3586,Team Ø,5.38,5.63,,NEC Nijmegen,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3587,Nikolai Baden Frederiksen,7.0,7.5,7.25,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3588,Riechedly Bazoer,7.5,7.5,7.5,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3589,Oussama Darfalou,6.0,5.0,5.5,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3590,Eli Dasa,6.5,6.0,6.25,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3591,Danilho Doekhi,6.0,7.0,6.5,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3592,Yann Gboho,5.5,6.5,6,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3593,Tomáš Hajek,---,---,---,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3594,Daan Huisman,---,---,---,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3595,Loïs Openda,5.0,5.5,5.25,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3596,Dominik Oroz,---,---,---,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3597,Jacob Rasmussen,6.0,7.0,6.5,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3598,Markus Schubert,7.0,7.0,7,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3599,Sondre Tronstad,7.0,6.5,6.75,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3600,Julian von Moos,---,---,---,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3601,Patrick Vroegh,---,---,---,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3602,Maximilian Wittek,6.0,6.5,6.25,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3603,Team Ø,6.32,6.55,,Vitesse,NEC Nijmegen - Vitesse,14:30,17 Oktober 2021
3604,Ali Akman,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3605,Thomas Beekman,---,---,---,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3606,Mattijs Branderhorst,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3607,Jordy Bruijn,5.0,5.5,5.25,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3608,Mikkel Duelund,5.5,6.0,5.75,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3609,Souffian el Karouani,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3610,Iván Márquez,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3611,Magnus Mattsson,6.0,5.5,5.75,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3612,Cas Odenthal,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3613,Jonathan Okita,6.5,6.0,6.25,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3614,Dirk Proper,6.0,7.5,6.75,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3615,Ole Romeny,---,---,---,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3616,Lasse Schöne,6.0,6.5,6.25,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3617,Elayis Tavşan,6.0,6.0,6,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3618,Bart van Rooij,5.0,7.0,6,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3619,Team Ø,5.85,6.35,,NEC Nijmegen,NEC Nijmegen - Willem II,12:15,12 September 2021
3620,Emil Bergström,---,---,---,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3621,Jorn Brondeel,---,---,---,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3622,Freek Heerkens,7.0,6.5,6.75,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3623,Ulrik Jenssen,6.0,6.0,6,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3624,Anargyros Kampetsis,---,---,---,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3625,Mats Köhlert,6.0,6.0,6,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3626,Derrick Köhn,6.5,5.5,6,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3627,Nikos Michelis,6.5,6.0,6.25,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3628,Ché Nunnely,6.0,6.0,6,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3629,Leeroy Owusu,5.0,5.5,5.25,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3630,Pol Llonch,6.5,5.5,6,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3631,Driess Saddiki,7.0,6.0,6.5,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3632,Görkem Sağlam,---,---,---,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3633,Max Svensson,6.0,6.0,6,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3634,Connor van den Berg,7.0,7.5,7.25,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3635,Kwasi Wriedt,5.5,6.0,5.75,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3636,Team Ø,6.25,6.04,,Willem II,NEC Nijmegen - Willem II,12:15,12 September 2021
3637,Mees de Wit,6.5,6.5,6.5,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3638,Gervane Kastaneer,---,---,---,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3639,Sam Kersten,5.5,5.5,5.5,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3640,Kostas Lamprou,5.0,6.0,5.5,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3641,Chardi Landu,---,---,---,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3642,Elikia Mbinga,---,---,---,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3643,Kenneth Paal,5.5,5.5,5.5,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3644,Daishawn Redan,5.0,5.5,5.25,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3645,Eliano Reijnders,5.0,6.0,5.5,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3646,Rico Strieder,5.5,5.5,5.5,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3647,Slobodan Tedić,6.0,5.5,5.75,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3648,Thomas van den Belt,5.5,5.5,5.5,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3649,Bram van Polen,6.0,6.0,6,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3650,Siemen Voet,6.0,6.0,6,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3651,Team Ø,5.59,5.77,,PEC Zwolle,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3652,Edson Álvarez,6.0,6.5,6.25,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3653,Antony,5.5,6.0,5.75,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3654,Steven Berghuis,6.5,7.0,6.75,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3655,Daley Blind,6.0,6.5,6.25,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3656,Mohamed Daramy,---,---,---,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3657,David Neres,5.5,6.5,6,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3658,Ryan Gravenberch,5.5,6.0,5.75,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3659,Sébastien Haller,7.0,8.0,7.5,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3660,Noussair Mazraoui,6.0,6.5,6.25,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3661,Remko Pasveer,6.0,7.0,6.5,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3662,Devyne Rensch,6.0,7.0,6.5,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3663,Dušan Tadić,5.5,6.0,5.75,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3664,Jurriën Timber,6.0,7.5,6.75,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3665,Team Ø,5.96,6.71,,AFC Ajax,PEC Zwolle - AFC Ajax,18:45,11 September 2021
3666,Luka Adžić,---,---,---,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3667,Djavan Anderson,6.5,5.5,6,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3668,Pelle Clement,6.5,6.0,6.25,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3669,Oussama Darfalou,6.0,5.5,5.75,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3670,Max de Waal,6.0,6.0,6,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3671,Mees de Wit,6.5,6.0,6.25,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3672,Kostas Lamprou,6.0,6.0,6,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3673,Yuta Nakayama,7.0,7.0,7,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3674,Kenneth Paal,6.0,6.0,6,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3675,Daishawn Redan,6.0,6.5,6.25,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3676,Eliano Reijnders,6.0,5.5,5.75,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3677,Mustafa Saymak,6.5,6.5,6.5,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3678,Rico Strieder,6.5,6.0,6.25,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3679,Slobodan Tedić,---,---,---,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3680,Maikel van der Werff,6.0,6.0,6,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3681,Bram van Polen,6.5,6.5,6.5,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3682,Team Ø,6.29,6.07,,PEC Zwolle,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3683,Paulos Abraham,6.0,6.0,6,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3684,Damil Dankerlui,---,---,---,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3685,Michael de Leeuw,5.5,5.0,5.25,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3686,Laros Duarte,7.0,7.0,7,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3687,Mo el Hankouri,6.5,6.0,6.25,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3688,Yahya Kalley,---,---,---,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3689,Neraysho Kasanwirjo,6.0,6.5,6.25,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3690,Peter Leeuwenburgh,6.5,7.0,6.75,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3691,Emmanuel Matuta,---,---,---,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3692,Bjorn Meijer,6.5,7.0,6.75,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3693,Romano Postema,---,---,---,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3694,Jørgen Strand Larsen,6.5,6.0,6.25,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3695,Tomáš Suslov,6.0,6.0,6,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3696,Marin Šverko,---,---,---,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3697,Mike te Wierik,6.5,6.5,6.5,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3698,Bart van Hintum,6.0,6.5,6.25,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3699,Team Ø,6.27,6.32,,FC Groningen,PEC Zwolle - FC Groningen,12:15,20 Februari 2022
3700,Luka Adžić,5.5,5.0,5.25,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3701,Gabi Caschili,---,---,---,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3702,Mees de Wit,5.0,6.0,5.5,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3703,Gervane Kastaneer,---,---,---,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3704,Ryan Koolwijk,---,---,---,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3705,Samir Lagsir,---,---,---,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3706,Kostas Lamprou,5.0,4.5,4.75,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3707,Yuta Nakayama,5.0,5.5,5.25,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3708,Eliano Reijnders,4.5,6.5,5.5,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3709,Mustafa Saymak,6.0,5.5,5.75,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3710,Rico Strieder,5.0,6.0,5.5,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3711,Slobodan Tedić,5.0,5.0,5,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3712,Thomas van den Belt,5.5,5.5,5.5,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3713,Rav van den Berg,4.5,5.5,5,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3714,Bram van Polen,5.0,5.0,5,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3715,Siemen Voet,4.5,6.0,5.25,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3716,Team Ø,5.04,5.5,,PEC Zwolle,PEC Zwolle - FC Twente,21:00,18 December 2021
3717,Jesse Bosch,5.5,6.0,5.75,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3718,Vaclav Černý,5.0,6.0,5.5,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3719,Denilho Cleonise,---,---,---,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3720,Julio Pleguezuelo,6.0,6.5,6.25,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3721,Dimitris Limnios,6.0,7.0,6.5,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3722,Virgil Misidjan,6.0,7.0,6.5,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3723,Robin Pröpper,6.0,6.5,6.25,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3724,Daan Rots,---,---,---,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3725,Michal Sadílek,6.0,7.5,6.75,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3726,Gijs Smal,5.5,6.5,6,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3727,Giovanni Troupée,6.0,6.5,6.25,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3728,Manfred Ugalde,6.0,7.5,6.75,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3729,Lars Unnerstall,6.5,5.5,6,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
3730,Ricky van Wolfswinkel,---,---,---,FC Twente,PEC Zwolle - FC Twente,21:00,18 December 2021
